job_key,cell_id,scale,selection_replicate,physics_profile,g_kwh,charge_kw,soc_step,block_min,grid_id,grid_role,commensurate,charge_kwh_per_block,credited_charge_kwh_per_block,charge_grid_loss_kwh,trip_count,target_fleet,instance_sha256,status_path,status_present,stop_reason,certified,dag_nodes,dag_arcs,dag_build_wall_s,estimated_dag_nodes_upper,peak_rss_mb,iterations_to_certificate,wall_to_certificate,iterations_observed,master_wall_s_total,pricing_wall_s_total,columns_added_total,pool_columns_final,fleet_lp_bound,lp_gap_buses,integer_fleet,integer_fleet_proven,integer_gap_buses,mip_gap,lp_gap_closed_vs_anchor,integer_gap_closed_vs_anchor,cpu_hours_to_certificate,buses_gap_closed_per_cpu_hour
rc_p240_k08_s1_soc2p5_b10,k08_s1,8,1,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,203,8,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s1_soc2p5_b10.json,False,missing,False,,,,110485,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s1_soc10_b5,k08_s1,8,1,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,203,8,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s1_soc10_b5.json,False,missing,False,,,,51877,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s1_soc2p5_b5,k08_s1,8,1,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,203,8,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s1_soc2p5_b5.json,False,missing,False,,,,201277,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s1_soc10_b2p5,k08_s1,8,1,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,203,8,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s1_soc10_b2p5.json,False,missing,False,,,,98677,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s1_soc2p5_b2p5,k08_s1,8,1,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,203,8,5a26312461037c4273f16b60db985423e6189171a0fb75f8ea0ee85316e3f4d4,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s1_soc2p5_b2p5.json,False,missing,False,,,,382861,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc15_b10,k08_s2,8,2,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc15_b10.json,False,missing,False,,,,19025,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc10_b10,k08_s2,8,2,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc10_b10.json,False,missing,False,,,,27977,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc2p5_b10,k08_s2,8,2,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc2p5_b10.json,False,missing,False,,,,108545,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc10_b5,k08_s2,8,2,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc10_b5.json,False,missing,False,,,,51377,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc2p5_b5,k08_s2,8,2,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc2p5_b5.json,False,missing,False,,,,199337,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc10_b2p5,k08_s2,8,2,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc10_b2p5.json,False,missing,False,,,,98177,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s2_soc2p5_b2p5,k08_s2,8,2,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,183,8,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s2_soc2p5_b2p5.json,False,missing,False,,,,380921,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc15_b10,k08_s3,8,3,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc15_b10.json,False,missing,False,,,,18617,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc10_b10,k08_s3,8,3,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc10_b10.json,False,missing,False,,,,27377,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc2p5_b10,k08_s3,8,3,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc2p5_b10.json,False,missing,False,,,,106217,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc10_b5,k08_s3,8,3,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc10_b5.json,False,missing,False,,,,50777,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc2p5_b5,k08_s3,8,3,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc2p5_b5.json,False,missing,False,,,,197009,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc10_b2p5,k08_s3,8,3,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc10_b2p5.json,False,missing,False,,,,97577,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k08_s3_soc2p5_b2p5,k08_s3,8,3,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,159,8,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k08_s3_soc2p5_b2p5.json,False,missing,False,,,,378593,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc15_b10,k13_s1,13,1,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc15_b10.json,False,missing,False,,,,20827,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc10_b10,k13_s1,13,1,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc10_b10.json,False,missing,False,,,,30627,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc2p5_b10,k13_s1,13,1,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc2p5_b10.json,False,missing,False,,,,118827,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc10_b5,k13_s1,13,1,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc10_b5.json,False,missing,False,,,,54027,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc2p5_b5,k13_s1,13,1,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc2p5_b5.json,False,missing,False,,,,209619,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc10_b2p5,k13_s1,13,1,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc10_b2p5.json,False,missing,False,,,,100827,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s1_soc2p5_b2p5,k13_s1,13,1,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,289,13,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s1_soc2p5_b2p5.json,False,missing,False,,,,391203,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc15_b10,k13_s2,13,2,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc15_b10.json,False,missing,False,,,,20419,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc10_b10,k13_s2,13,2,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc10_b10.json,False,missing,False,,,,30027,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc2p5_b10,k13_s2,13,2,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc2p5_b10.json,False,missing,False,,,,116499,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc10_b5,k13_s2,13,2,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc10_b5.json,False,missing,False,,,,53427,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc2p5_b5,k13_s2,13,2,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc2p5_b5.json,False,missing,False,,,,207291,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc10_b2p5,k13_s2,13,2,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc10_b2p5.json,False,missing,False,,,,100227,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s2_soc2p5_b2p5,k13_s2,13,2,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,265,13,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s2_soc2p5_b2p5.json,False,missing,False,,,,388875,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc15_b10,k13_s3,13,3,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc15_b10.json,False,missing,False,,,,21439,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc10_b10,k13_s3,13,3,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc10_b10.json,False,missing,False,,,,31527,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc2p5_b10,k13_s3,13,3,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc2p5_b10.json,False,missing,False,,,,122319,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc10_b5,k13_s3,13,3,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc10_b5.json,False,missing,False,,,,54927,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc2p5_b5,k13_s3,13,3,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc2p5_b5.json,False,missing,False,,,,213111,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc10_b2p5,k13_s3,13,3,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc10_b2p5.json,False,missing,False,,,,101727,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k13_s3_soc2p5_b2p5,k13_s3,13,3,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,325,13,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k13_s3_soc2p5_b2p5.json,False,missing,False,,,,394695,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc15_b10,k20_s1,20,1,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc15_b10.json,False,missing,False,,,,23445,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc10_b10,k20_s1,20,1,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc10_b10.json,False,missing,False,,,,34477,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc2p5_b10,k20_s1,20,1,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc2p5_b10.json,False,missing,False,,,,133765,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc10_b5,k20_s1,20,1,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc10_b5.json,False,missing,False,,,,57877,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc2p5_b5,k20_s1,20,1,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc2p5_b5.json,False,missing,False,,,,224557,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc10_b2p5,k20_s1,20,1,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc10_b2p5.json,False,missing,False,,,,104677,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s1_soc2p5_b2p5,k20_s1,20,1,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,443,20,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s1_soc2p5_b2p5.json,False,missing,False,,,,406141,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc15_b10,k20_s2,20,2,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc15_b10.json,False,missing,False,,,,23921,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc10_b10,k20_s2,20,2,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc10_b10.json,False,missing,False,,,,35177,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc2p5_b10,k20_s2,20,2,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc2p5_b10.json,False,missing,False,,,,136481,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc10_b5,k20_s2,20,2,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc10_b5.json,False,missing,False,,,,58577,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc2p5_b5,k20_s2,20,2,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc2p5_b5.json,False,missing,False,,,,227273,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc10_b2p5,k20_s2,20,2,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc10_b2p5.json,False,missing,False,,,,105377,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s2_soc2p5_b2p5,k20_s2,20,2,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,471,20,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s2_soc2p5_b2p5.json,False,missing,False,,,,408857,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc15_b10,k20_s3,20,3,p240,240.0,240.0,15.0,10.0,soc15_b10,historical_anchor,False,40.0,30.0,10.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc15_b10.json,False,missing,False,,,,23309,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc10_b10,k20_s3,20,3,p240,240.0,240.0,10.0,10.0,soc10_b10,commensurate,True,40.0,40.0,0.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc10_b10.json,False,missing,False,,,,34277,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc2p5_b10,k20_s3,20,3,p240,240.0,240.0,2.5,10.0,soc2p5_b10,commensurate,True,40.0,40.0,0.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc2p5_b10.json,False,missing,False,,,,132989,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc10_b5,k20_s3,20,3,p240,240.0,240.0,10.0,5.0,soc10_b5,commensurate,True,20.0,20.0,0.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc10_b5.json,False,missing,False,,,,57677,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc2p5_b5,k20_s3,20,3,p240,240.0,240.0,2.5,5.0,soc2p5_b5,commensurate,True,20.0,20.0,0.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc2p5_b5.json,False,missing,False,,,,223781,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc10_b2p5,k20_s3,20,3,p240,240.0,240.0,10.0,2.5,soc10_b2p5,commensurate,True,10.0,10.0,0.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc10_b2p5.json,False,missing,False,,,,104477,,,,0,0,0,0,,,,,,,,,,,
rc_p240_k20_s3_soc2p5_b2p5,k20_s3,20,3,p240,240.0,240.0,2.5,2.5,soc2p5_b2p5,commensurate,True,10.0,10.0,0.0,435,20,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,/workspace/results/resolution_cost_local_20260820/outputs/rc_p240_k20_s3_soc2p5_b2p5.json,False,missing,False,,,,405365,,,,0,0,0,0,,,,,,,,,,,
rc_p300_bridge_k02_s1_soc15_b10,k02_s1,2,1,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc15_b10.json,True,certified,True,20569,587754,0.3181726932525635,20645,206.7421875,212,16.21794319152832,212,4.567883448034991,10.562828993020958,2225,2272,2.181818181818181,0.1818181818181812,,,,,0.0,,0.004504984219868978,0.0
rc_p300_bridge_k02_s1_soc10_b10,k02_s1,2,1,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc10_b10.json,True,certified,True,30372,872514,0.46651124954223633,30475,295.23046875,550,77.22851085662842,550,38.2502595050355,36.47111624900208,6651,6695,2.0,0.0,,,,,0.1818181818181812,,0.021452364126841227,8.475437986375127
rc_p300_bridge_k02_s1_soc2p5_b10,k02_s1,2,1,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc2p5_b10.json,True,certified,True,118617,3437406,1.9163095951080322,118945,505.38671875,262,68.35640025138855,262,15.064161578971834,50.231766669992794,5920,5966,2.0,0.0,,,,,0.1818181818181812,,0.018987888958719043,9.575481624811808
rc_p300_bridge_k02_s1_soc10_b5,k02_s1,2,1,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,47,2,57f672139f86849429c2f580bb68126246aca7b804f9303239fbe1a35fba887e,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k02_s1_soc10_b5.json,True,certified,True,59388,1693899,0.9241576194763184,59491,352.18359375,622,97.85515403747559,622,24.757487319955544,69.86317470000358,4345,4389,2.0000000000000013,1.3322676295501878e-15,,,,,0.18181818181817988,,0.027181987232632106,6.688921610554885
